New CAS,New Deprecated CAS
21245-02-3,"127361-11-9, 676261-74-8, 676261-74-8"
571190-30-2,
162394-19-6,
144598-75-4,"130049-84-2, 130049-86-4, 147687-18-1"
199739-10-1,
188039-54-5,
223751-74-4,
57-10-3,"116860-99-2, 212625-86-0, 60605-23-4, 66321-94-6, 116860-99-2, 212625-86-0, 66321-94-6"
"135729-61-2, 135729-56-5",
606-04-2,
"40391-99-9, 57248-88-1",
41753-43-9,"12770-17-1, 212055-66-8, 393829-67-9, 52286-61-0, 87700-07-0"
N/A,
9025-24-5,
N/A,
"53608-75-6, 9001-62-1","114558-43-9, 114558-45-1, 119663-46-6, 132823-04-2, 135105-44-1, 142615-72-3, 211049-96-6, 211049-97-7, 211255-77-5, 212955-16-3, 2243810-62-8, 9001-70-1, 9004-01-7, 9014-49-7, 71060-52-1, 8049-47-6"
"16974-53-1, 15500-66-0",
339177-26-3,
404950-80-7,
"16816-67-4, 644967-47-5",303-05-9
"16485-10-2, 81-13-0",62507-76-0
"102625-70-7, 164579-32-2",
79-83-4,3563-85-7
9001-73-4,"125054-90-2, 8050-04-2, 8057-83-8, 9002-59-9, 9086-65-1, 125054-90-2, 8050-04-2, 9002-59-9, 9086-65-1"
"58-74-2, 61-25-6",
103-90-2,"1430221-00-3, 719293-04-6, 8055-08-1, 719293-04-6, 8055-08-1"
7440-23-5,"1061193-24-5, 184637-88-5, 213530-35-9, 351903-26-9, 1061193-24-5, 184637-88-5, 351903-26-9"
"9002-64-6, 68893-82-3","8002-77-5, 9039-27-4, 145419-41-6, 345663-45-8, 79805-04-2, 86546-19-2, 99311-51-0"
131918-61-1,
1216941-48-8,1221573-85-8
"7542-37-2, 54597-56-7, 1263-89-4","10010-79-4, 11002-84-9, 11002-85-0, 11021-48-0, 11035-13-5, 1389-70-4, 1390-73-4, 1391-98-6, 25329-75-3, 59-04-1"
"61869-08-7, 130855-15-1, 110429-35-1",63952-24-9
396091-73-9,
N/A,
1208912-84-8,
1420706-45-1,
N/A,
444731-52-6,790713-33-6
9000-69-5,"220424-61-3, 503591-24-0, 9005-88-3, 9046-41-7, 9047-18-1, 220424-61-3, 503591-24-0, 9005-88-3, 9047-18-1"
130167-68-9,
222716-86-1,
130167-69-0,
208265-92-3,
N/A,
N/A,
215647-85-1,
1211327-92-2,
885051-90-1,
1585984-95-7,
218620-50-9,236101-82-9
N/A,
1374853-91-4,
137281-23-3,
"69372-19-6, 100299-08-9",
"2152-34-3, 6836-10-8","101053-01-4, 2933-45-1"
"38363-40-5, 36507-48-9, 38363-32-5",61914-98-5
39809-25-1,
"771431-20-0, 52-67-5, 52-66-4","5139-02-6, 16414-54-3, 937590-88-0"
61-33-6,
87-08-1,11031-07-5
460-73-1,220035-33-6
100-33-4,
N/A,
"359-83-1, 7488-49-5, 7361-76-4","10535-38-3, 16760-69-3, 16760-70-6, 21820-34-8, 3411-11-8, 6654-32-6, 6654-33-7, 7313-81-7, 10535-38-3, 16760-69-3, 16760-70-6, 3411-11-8, 6654-32-6, 6654-33-7, 7313-81-7"
67-43-6,"13407-13-1, 25737-54-6, 49758-21-6, 573987-64-1, 6889-50-5, 7575-40-8, 782415-12-7, 803683-39-8, 84932-15-0, 13407-13-1, 25737-54-6, 49758-21-6, 573987-64-1, 6889-50-5, 7575-40-8, 803683-39-8, 84932-15-0"
54-95-5,
"76-74-4, 5767-32-8",
"37319-17-8, 140207-93-8","56367-92-1, 116001-96-8, 37319-17-8"
53910-25-1,"59979-24-7, 63677-95-2, 69196-00-5, 70865-77-9, 63677-95-2, 69196-00-5, 70865-77-9"
6493-05-6,
77-23-6,
"319-85-7, 608-73-1, 319-84-6, 58-89-9, 6108-10-7, 6108-11-8, 6108-12-9, 6108-13-0, 27154-44-5, 9001-75-6, 119911-69-2","25897-48-7, 53529-37-6, 55963-79-6, 8007-42-9, 8073-23-2, 39284-22-5, 20437-97-2, 60291-32-9"
"73049-73-7, 977027-88-5",80702-37-0
"330600-85-6, 229614-56-6",229614-55-5
380917-97-5,
14034-78-7,744951-56-2
76-19-7,"218599-63-4, 300408-51-9, 300408-51-9"
66104-22-1,
N/A,
"82834-16-0, 107133-36-8",99149-83-4
"52645-53-1, 52341-32-9, 52341-33-0, 93389-07-2","57608-04-5, 60018-94-2, 63364-00-1, 75497-64-2, 93388-66-0, 60018-94-2, 63364-00-1, 75497-64-2, 93388-66-0"
"9003-99-0, 726169-73-9","108728-56-9, 191289-36-8, 9013-92-7, 9039-19-4"
58-39-9,
N/A,
380610-27-5,
8007-00-9,"8016-42-0, 90064-23-6, 92874-95-8"
N/A,
N/A,
57-42-1,
N/A,
N/A,
60-80-0,"123175-91-7, 5779-41-9, 123175-91-7"
94-78-0,
"634-03-7, 21784-30-5","16311-86-7, 711-71-7"
51-71-8,
64-04-0,
82-88-2,
86-21-5,
50-06-6,"11097-06-6, 46755-67-3"
"108-95-2, 27073-41-2, 73607-76-8, 2122-46-5","14534-23-7, 50356-25-7, 8002-07-1, 14534-23-7, 8002-07-1"
"77-09-8, 77-09-8
5768-87-6, 5768-87-6","1541170-18-6, 390417-24-0, 467-29-8, 546094-13-7, 57214-20-7, 390417-24-0, 467-29-8, 546094-13-7, 81-90-3"
59-96-1,102737-84-8
122-09-8,"12674-13-4, 9008-94-0"
50-60-2,
"63-91-2, 150-30-1","10549-09-4, 2416148-28-0, 3617-44-5, 5297-02-9, 67675-33-6, 801204-11-5, 10549-09-4, 3617-44-5, 5297-02-9, 801204-11-5"
1821-12-1,
"59-42-7, 1416-03-1",
33987-92-7,
N/A,
"14838-15-4, 37577-28-9, 700-65-2","753492-51-2, 134-60-1, 36393-57-4, 700-65-2"
92-12-6,9008-95-1
"57-41-0, 630-93-3","125-59-7, 1061190-62-2, 125-59-7"
N/A,
89531-62-4,
1334474-30-4,
"1446756-47-3, 51446-62-9",
92128-87-5,
"7664-38-2, 14265-44-2","1021417-41-3, 1053657-23-0, 1196963-54-8, 1643589-98-3, 178560-73-1, 2055242-58-3, 28602-75-7, 959699-83-3, 1021417-41-3, 1053657-23-0, 1196963-54-8, 178560-73-1, 28602-75-7, 959699-83-3"
"7723-14-0, 7723-14-0 (red, violet, and black), 12185-10-3",29879-37-6
N/A,
N/A,
57-47-6,"50975-37-6, 511-49-9"
83-86-3,"1206549-44-1, 1242436-18-5, 50762-79-3, 78039-41-5, 894854-44-5"
336622-97-0,
"12001-79-5, 84-80-0, 79083-00-4, 11104-38-4, 81818-54-4","10485-69-5, 15973-57-6, 50926-17-5, 10485-69-5, 15973-57-6"
554-62-1,
N/A,N/A
1353900-92-1,
"98-98-6, 32075-31-3, 88161-53-9","1580002-25-0, 2244586-27-2"
10040-34-3,
N/A,
98-79-3,"16891-48-8, 29222-42-2, 312618-42-1, 35255-51-7, 498-91-9, 6886-28-8, 87430-62-4, 95650-42-3, 16891-48-8, 29222-42-2, 312618-42-1, 498-91-9, 6886-28-8, 87430-62-4, 95650-42-3, 16891-48-8, 29222-42-2, 312618-42-1, 498-91-9, 6886-28-8, 87430-62-4"
"92-13-7, 54-71-7",91484-73-0
N/A,
"706779-91-1, 706782-28-7",
137071-32-0,
"74150-27-9, 118428-37-8, 118428-38-9",118428-36-7
2062-78-4,
N/A,
13523-86-9,21870-06-4
N/A,
N/A,
N/A,
N/A,
111025-46-8,"105355-27-9, 198077-89-3"
52212-02-9,"67880-85-7, 84307-15-3"
"61477-96-1, 59703-84-3, 66258-76-2",
7280-37-7,29080-16-8
51-03-6,12750-92-4
N/A,
9000-38-8,
N/A,
7491-74-9,
38677-81-5,
53179-13-8,
50650-76-5,
36322-90-4,
147511-69-1,
N/A,
N/A,
N/A,
N/A,
62354-43-2,
1154757-24-0,
467426-54-6,
"110078-46-1, 155148-31-5",
"18378-89-7, 97666-60-9",
N/A,
"518-28-5, 9000-55-9, 477-47-4","11016-28-7, 8050-60-0, 8061-07-2, 8063-20-5"
9000-55-9,"8050-60-0, 8061-07-2, 8063-20-5"
N/A,
"71-23-8, 142583-61-7, 62309-51-7, 16499-18-6",
"9043-30-5, 3055-99-0, 9002-92-0","73579-17-6, 95297-49-7, 112481-34-2, 126730-81-2, 128088-01-7, 128088-02-8, 1377248-98-0, 1381887-04-2, 1385825-02-4, 142901-64-2, 145054-32-6, 1572001-61-6, 1589506-93-3, 1589506-98-8, 1589511-29-4, 1646146-26-0, 165943-41-9, 195395-82-5, 2046953-81-3, 2226341-79-1, 357177-18-5, 53858-87-0, 558452-92-9, 779349-84-7, 8076-51-5, 850355-43-0, 856005-68-0, 870083-47-9, 9063-90-5, 909706-17-8, 93357-52-9, 97955-84-5, 3055-99-0"
9012-76-4,"1118546-53-4, 1268699-64-4, 1403748-72-0, 1548444-29-6, 1869074-89-4, 1884679-12-2, 191045-06-4, 2027511-54-0, 2129975-33-1, 2138871-39-1, 2197029-97-1, 2387717-47-5, 2417799-74-5, 57285-05-9, 98241-50-0"
"25618-55-7, 56-81-5, 977091-53-4, 74899-87-9, 7091-73-8, 144086-03-3, 8013-25-0, 30918-77-5","1400594-62-8, 1422250-43-8, 1629856-20-7, 29796-42-7, 30049-52-6, 37228-54-9, 75398-78-6, 78630-16-7, 8013-25-0, 1400594-62-8, 1422250-43-8, 29796-42-7, 30049-52-6, 30918-77-5, 37228-54-9, 78630-16-7, 8013-25-0"
"9003-11-6, 106392-12-5, 53637-25-5","106717-66-2, 1087262-79-0, 1214718-60-1, 1220390-47-5, 124057-63-2, 125523-27-5, 12676-40-3, 12772-49-5, 1354714-46-7, 1359884-87-9, 138898-06-3, 1407593-02-5, 1426233-29-5, 1430143-53-5, 162627-00-1, 163032-64-2, 163063-49-8, 166738-09-6, 167267-50-7, 168018-54-0, 1700656-07-0, 170779-86-9, 172306-19-3, 1818351-41-5, 1851281-18-9, 186673-37-0, 1870006-85-1, 190735-22-9, 208342-25-0, 2087861-39-8, 209682-92-8, 2172821-14-4, 231627-80-8, 232598-91-3, 250780-00-8, 254903-86-1, 2708121-02-0, 291775-89-8, 30600-73-8, 37211-19-1, 37211-20-4, 37211-21-5, 37211-22-6, 37211-23-7, 37211-24-8, 37221-18-4, 37265-39-7, 37307-38-3, 37331-16-1, 37331-17-2, 37341-81-4, 374624-82-5, 39277-80-0, 39316-56-8, 39316-57-9, 39364-13-1, 39387-54-7, 452069-47-5, 472960-66-0, 50643-24-8, 51312-31-3, 51569-27-8, 53637-72-2, 56730-46-2, 570369-25-4, 57219-38-2, 57571-70-7, 57971-91-2, 58968-65-3, 59494-33-6, 59794-22-8, 60328-61-2, 60407-69-4, 60976-75-2, 634588-40-2, 64940-96-1, 65187-10-2, 65380-70-3, 66746-25-6, 69070-95-7, 69256-70-8, 70213-25-1, 70644-95-0, 71343-56-1, 72319-37-0, 73158-62-0, 76050-76-5, 76364-46-0, 77448-18-1, 77752-09-1, 778599-53-4, 797786-13-1, 81180-56-5, 84931-05-5, 86249-84-5, 862582-70-5, 86304-35-0, 877037-78-0, 87912-55-8, 87912-56-9, 9003-12-7, 9009-02-3, 9009-03-4, 9009-04-5, 9009-05-6, 9009-06-7, 9010-49-5, 9010-97-3, 9015-66-1, 9050-44-6, 905305-59-1, 9061-69-2, 9067-43-0, 91858-59-2, 98932-37-7"
"9003-11-6, 106392-12-5, 53637-25-5","106717-66-2, 1087262-79-0, 1214718-60-1, 1220390-47-5, 124057-63-2, 125523-27-5, 12676-40-3, 12772-49-5, 1354714-46-7, 1359884-87-9, 138898-06-3, 1407593-02-5, 1426233-29-5, 1430143-53-5, 162627-00-1, 163032-64-2, 163063-49-8, 166738-09-6, 167267-50-7, 168018-54-0, 1700656-07-0, 170779-86-9, 172306-19-3, 1818351-41-5, 1851281-18-9, 186673-37-0, 1870006-85-1, 190735-22-9, 208342-25-0, 2087861-39-8, 209682-92-8, 2172821-14-4, 231627-80-8, 232598-91-3, 250780-00-8, 254903-86-1, 2708121-02-0, 291775-89-8, 30600-73-8, 37211-19-1, 37211-20-4, 37211-21-5, 37211-22-6, 37211-23-7, 37211-24-8, 37221-18-4, 37265-39-7, 37307-38-3, 37331-16-1, 37331-17-2, 37341-81-4, 374624-82-5, 39277-80-0, 39316-56-8, 39316-57-9, 39364-13-1, 39387-54-7, 452069-47-5, 472960-66-0, 50643-24-8, 51312-31-3, 51569-27-8, 53637-72-2, 56730-46-2, 570369-25-4, 57219-38-2, 57571-70-7, 57971-91-2, 58968-65-3, 59494-33-6, 59794-22-8, 60328-61-2, 60407-69-4, 60976-75-2, 634588-40-2, 64940-96-1, 65187-10-2, 65380-70-3, 66746-25-6, 69070-95-7, 69256-70-8, 70213-25-1, 70644-95-0, 71343-56-1, 72319-37-0, 73158-62-0, 76050-76-5, 76364-46-0, 77448-18-1, 77752-09-1, 778599-53-4, 797786-13-1, 81180-56-5, 84931-05-5, 86249-84-5, 862582-70-5, 86304-35-0, 877037-78-0, 87912-55-8, 87912-56-9, 9003-12-7, 9009-02-3, 9009-03-4, 9009-04-5, 9009-05-6, 9009-06-7, 9010-49-5, 9010-97-3, 9015-66-1, 9050-44-6, 905305-59-1, 9061-69-2, 9067-43-0, 91858-59-2, 98932-37-7"
691397-13-4,
N/A,
N/A,N/A
133029-32-0,
9003-97-8,146239-85-2
68424-04-4,
9002-88-4,"1010857-01-8, 101484-63-3, 101484-75-7, 101484-82-6, 1021428-03-4, 1026764-94-2, 103843-11-4, 106705-26-4, 110736-46-4, 11098-28-5, 11119-24-7, 11119-25-8, 112041-35-7, 112821-11-1, 112821-13-3, 113690-26-9, 1137119-09-5, 114013-55-7, 114451-17-1, 114471-09-9, 1187527-29-2, 1199942-96-5, 1208346-83-1, 121761-95-3, 1219720-98-5, 1221889-39-9, 1227178-23-5, 1228005-96-6, 1228118-98-6, 122879-14-5, 1236191-28-8, 1245710-34-2, 1256781-57-3, 126040-16-2, 126040-17-3, 126040-38-8, 1263217-10-2, 126879-40-1, 12728-29-9, 1281939-84-1, 131461-84-2, 131461-85-3, 1352815-16-7, 1365657-57-3, 1365657-58-4, 136958-80-0, 1383916-56-0, 1393813-70-1, 1402223-10-2, 1429741-58-1, 142985-61-3, 1430419-95-6, 1443224-68-7, 145686-58-4, 150632-74-9, 151595-17-4, 153302-16-0, 1537190-23-0, 1562395-93-0, 156799-29-0, 1569266-52-9, 1588411-00-0, 159251-50-0, 160612-77-1, 161051-67-8, 1612170-34-9, 1623019-44-2, 1628187-24-5, 1628187-35-8, 162874-91-1, 163751-84-6, 1649951-85-8, 1677671-23-6, 1702269-80-4, 1702270-01-6, 172451-63-7, 174594-04-8, 176365-96-1, 177529-72-5, 177771-90-3, 177893-37-7, 1802543-41-4, 1824668-77-0, 183076-46-2, 184182-05-6, 187175-95-7, 187619-93-8, 1887056-94-1, 189120-95-4, 191490-32-1, 1971101-79-7, 199128-49-9, 201948-42-7, 202876-24-2, 2057523-80-3, 208196-83-2, 2089282-60-8, 2104653-94-1, 211174-40-2, 211866-91-0, 211866-97-6, 212134-14-0, 213018-57-6, 2133458-27-0, 2135442-24-7, 214692-40-7, 2169741-87-9, 2189668-52-6, 2206678-70-6, 220674-43-1, 221681-26-1, 2225108-98-3, 2226108-57-0, 223669-93-0, 2243125-74-6, 2253776-45-1, 2254242-03-8, 2267312-49-0, 2268821-95-8, 2307614-86-2, 2341622-40-8, 2361140-86-3, 2410041-24-4, 2415173-00-9, 2415173-03-2, 2415173-05-4, 2416660-25-6, 2427598-54-5, 2469041-14-1, 2484874-13-5, 2485713-46-8, 252039-68-2, 253608-55-8, 255731-77-2, 263163-59-3, 2632291-92-8, 265646-93-3, 2730897-01-3, 2732819-27-9, 2732819-51-9, 273402-64-5, 286388-87-2, 287718-91-6, 303981-04-6, 339991-93-4, 345581-20-6, 362051-28-3, 37310-97-7, 37331-40-1, 37349-69-2, 37353-94-9, 391249-80-2, 39307-01-2, 39421-91-5, 438467-21-1, 500354-84-7, 51274-11-4, 51329-76-1, 51329-83-0, 52434-22-7, 53238-84-9, 53568-47-1, 53850-97-8, 558440-23-6, 56833-20-6, 57158-09-5, 583878-74-4, 58391-66-5, 592532-81-5, 602330-97-2, 602330-99-4, 61614-28-6, 62449-67-6, 63100-66-3, 64296-52-2, 64441-42-5, 658081-90-4, 662139-05-1, 66797-04-4, 66829-22-9, 67383-00-0, 67462-86-6, 696605-63-7, 70431-24-2, 71212-21-0, 73247-15-1, 73730-00-4, 73989-65-8, 74238-84-9, 74238-85-0, 74238-87-2, 74812-17-2, 79806-01-2, 79818-93-2, 81544-07-2, 81604-67-3, 851974-59-9, 851974-60-2, 852465-21-5, 853066-79-2, 86089-97-6, 86168-38-9, 862280-24-8, 863603-97-8, 866927-47-1, 873432-07-6, 87521-12-8, 881176-34-7, 895130-83-3, 903560-41-8, 9041-32-1, 9082-15-9, 910450-27-0, 91449-15-9, 91728-25-5, 917487-03-7, 922501-36-8, 934176-14-4, 940910-77-0, 945217-09-4, 95327-26-7, 95918-19-7, 95918-26-6"
N/A,
N/A,
1404-26-8,
N/A,
75345-27-6,"68518-54-7, 77539-07-2, 79078-20-9, 83635-69-2"
N/A,
N/A,
9005-64-5,"118955-39-8, 122304-31-8, 1242241-45-7, 129428-64-4, 1341-06-6, 1646144-25-3, 194879-92-0, 1994335-01-1, 2488693-42-9, 37310-96-6, 54174-54-8, 60318-54-9, 62229-28-1, 8036-82-6, 851015-03-7, 861842-35-5, 9011-30-7, 9015-57-0, 93037-36-6, 122304-31-8, 1242241-45-7, 129428-64-4, 1341-06-6, 1646144-25-3, 194879-92-0, 37310-96-6, 54174-54-8, 60318-54-9, 62229-28-1, 8036-82-6, 851015-03-7, 861842-35-5, 9011-30-7, 9015-57-0, 93037-36-6"
N/A,
9005-65-6,"1286269-72-4, 1340-85-8, 141927-23-3, 178631-96-4, 209796-63-4, 2137448-98-5, 253447-34-6, 361534-35-2, 37199-23-8, 37280-84-5, 51377-27-6, 541509-66-4, 61723-75-9, 8050-83-7, 900143-89-7, 9015-07-0, 9050-49-1, 9050-57-1, 1286269-72-4, 141927-23-3, 178631-96-4, 209796-63-4, 253447-34-6, 361534-35-2, 37199-23-8, 37280-84-5, 51377-27-6, 541509-66-4, 61723-75-9, 8050-83-7, 900143-89-7, 9015-07-0, 9050-49-1, 9050-57-1"
28210-41-5,1432981-37-7
"346-18-9, 96783-10-7",
N/A,
N/A,
9002-89-5,"106442-33-5, 110736-47-5, 1159795-77-3, 118168-83-5, 1221137-85-4, 1251055-03-4, 1353578-76-3, 1360538-16-4, 1360617-28-2, 1379820-54-8, 1391975-95-3, 1417904-88-1, 1422717-36-9, 147827-36-9, 151439-02-0, 152987-51-4, 153569-70-1, 155421-52-6, 1613402-31-5, 162261-31-6, 1644530-73-3, 1655500-46-1, 172452-03-8, 176742-14-6, 1792997-17-1, 1808111-57-0, 1808111-60-5, 1874156-92-9, 2023788-67-0, 2031151-91-2, 2098429-20-8, 2114272-84-1, 2135434-57-8, 2159090-95-4, 2417408-11-6, 2475286-77-0, 25038-51-1, 2629305-71-9, 353276-42-3, 372077-13-9, 39320-29-1, 416899-99-5, 495413-85-9, 53241-16-0, 551960-18-0, 58740-50-4, 61584-38-1, 73298-53-0, 75923-48-7, 82428-08-8, 860310-93-6, 875587-23-8, 875587-24-9, 9014-14-6, 9050-53-7, 9066-05-1, 98002-48-3, 106442-33-5, 110736-47-5, 1159795-77-3, 118168-83-5, 1221137-85-4, 1251055-03-4, 1360538-16-4, 1360617-28-2, 1379820-54-8, 1391975-95-3, 147827-36-9, 151439-02-0, 152987-51-4, 153569-70-1, 162261-31-6, 172452-03-8, 176742-14-6, 25038-51-1, 353276-42-3, 372077-13-9, 39320-29-1, 416899-99-5, 53241-16-0, 551960-18-0, 58740-50-4, 61584-38-1, 73298-53-0, 75923-48-7, 82428-08-8, 860310-93-6, 875587-23-8, 9014-14-6, 9050-53-7, 9066-05-1, 98002-48-3"
19171-19-8,"443912-23-0, 443919-33-3"
943319-70-8,
69004-04-2,
129069-19-8,
87806-31-3,
N/A,
171228-49-2,177571-33-4
7440-09-7,31079-13-7
7722-64-7,146104-97-4
"9003-39-8, 53795-75-8, 25249-54-1","111214-46-1, 116404-61-6, 1173909-53-9, 121414-75-3, 1229193-79-6, 1234714-82-9, 1303541-78-7, 1310675-91-2, 132778-04-2, 132778-05-3, 132834-20-9, 1337987-71-9, 1394151-52-0, 1431958-26-7, 153631-61-9, 1694674-42-4, 170473-90-2, 1918127-90-8, 2062651-26-5, 2083718-66-3, 2083718-67-4, 2088158-90-9, 2100274-29-9, 2169285-59-8, 29386-94-5, 41724-41-8, 496908-06-6, 53026-73-6, 53026-74-7, 53200-27-4, 61932-72-7, 65931-56-8, 730985-60-1, 862983-74-2, 878051-55-9, 9015-62-7, 9080-59-5, 956148-96-2, 111214-46-1, 116404-61-6, 1173909-53-9, 121414-75-3, 1229193-79-6, 1234714-82-9, 132778-04-2, 132778-05-3, 132834-20-9, 1337987-71-9, 1394151-52-0, 153631-61-9, 170473-90-2, 29386-94-5, 41724-41-8, 496908-06-6, 53026-73-6, 53026-74-7, 53200-27-4, 61932-72-7, 65931-56-8, 730985-60-1, 862983-74-2, 9015-62-7, 9080-59-5"
25655-41-8,"113813-78-8, 1202865-55-1, 1216458-36-4, 1219590-00-7, 1246654-78-3, 129947-86-0, 130095-86-2, 138115-12-5, 180749-13-7, 26856-09-7, 30849-75-3, 36703-90-9, 9006-37-5, 94555-99-4"
146464-95-1,
"6735-59-7, 45765-69-3, 25615-00-3",
104632-26-0,
151126-32-8,
140-65-8,
53-43-0,"105597-37-3, 108673-53-6, 9013-35-8"
150322-43-3,
81093-37-0,103382-89-4
55268-74-1,135526-78-2
19216-56-9,
73771-04-7,
50-24-8,"58201-11-9, 8056-11-9, 58201-11-9"
53-03-2,68-59-7
148553-50-8,
N/A,
145-13-1,116907-59-6
N/A,
721-50-6,
90-34-6,
125-33-7,
N/A,
57-66-9,1384172-26-2
N/A,
51-06-9,
59-46-1,91484-72-9
671-16-9,
"58-38-8, 84-02-6",
77-37-2,"107661-03-0, 56172-67-9"
"1811-28-5, 92-62-6",
57-83-0,"2051138-40-8, 257630-50-5, 753497-20-0, 8012-32-6, 8023-13-0"
500-92-5,46920-30-3
"147-85-3, 4305-67-3, 37159-97-0, 609-36-9","1150316-19-0, 7005-20-1, 95650-41-2, 18875-45-1, 4607-28-7, 1150316-19-0, 95650-41-2"
"60-87-7, 38878-40-9",73745-50-3
54063-53-5,107300-59-4
"74-98-6, 2025-55-0",
298-50-0,
N/A,
"79-09-4, 90990-11-7","1032826-44-0, 784139-72-6"
2078-54-8,"28449-97-0, 50356-15-5, 50356-15-5"
"64-17-5, 2154-50-9, 2348-46-1","121182-78-3, 8000-16-6, 8024-45-1, 8000-16-6, 8024-45-1"
"525-66-6, 13013-17-7",13013-17-7
"57-55-6, 2736-80-3, 63625-56-9","1194046-20-2, 190913-75-8, 4254-16-4, 63625-56-9, 1194046-20-2, 190913-75-8, 63625-56-9"
"101-40-6, 3595-11-7",3595-11-7
94-13-3,"58339-85-8, 59593-07-6, 58339-85-8"
51-52-5,500-50-5
9012-00-4,
"75847-73-3, 76095-16-4","172964-46-4, 77549-58-7"
N/A,
N/A,
"60202-16-6, 925910-74-3",
"128-44-9, 81-07-2","126987-83-5, 474-91-9, 61255-27-4, 890126-34-8, 1792234-08-2, 38279-26-4"
"50-70-4, 98201-93-5","15060-73-8, 36134-87-9, 3959-53-3, 63800-20-4, 75398-79-7, 8013-15-8, 8014-89-9, 8036-93-9, 8042-39-5, 8045-74-7, 8046-05-7, 952319-42-5, 98201-93-5, 15060-73-8, 36134-87-9, 3959-53-3, 63800-20-4, 8013-15-8, 8014-89-9, 8036-93-9, 8042-39-5, 8045-74-7, 8046-05-7, 952319-42-5, 98201-93-5"
103658-53-3,
"24305-27-9, 11096-37-0, 117217-40-0","22365-02-2, 22365-17-9, 39422-15-6, 77666-61-6, 9015-91-2"
438-60-8,
499-67-2,
179474-81-8,
N/A,
N/A,
N/A,
N/A,
90-82-4,"304-87-0, 30987-59-8, 37577-31-4, 30987-59-8, 37577-31-4"
N/A,
N/A,
N/A,
117060-54-5,
N/A,
1332-09-8,1202805-03-5
N/A,
N/A,
"85865-74-3, 94279-95-5",
15686-83-6,
98-96-4,
8003-34-7,
155-97-5,
66-72-8,17281-92-4
54-47-7,"1071665-72-9, 52064-48-9, 52441-27-7, 52441-27-7"
65-23-6,2087491-32-3
58-14-0,
13463-41-7,"1021487-49-9, 109702-19-4, 118480-78-7, 1192-70-7, 1199553-62-2, 1320-68-9, 1323439-04-8, 14376-32-0, 15686-64-3, 162400-43-3, 16782-00-6, 17652-47-0, 186322-74-7, 192458-89-2, 208398-70-3, 2173031-33-7, 2218447-38-0, 226883-65-4, 244778-79-8, 266692-38-0, 31089-48-2, 3138-01-0, 318995-78-7, 35430-20-7, 3590-23-6, 3865-77-8, 39412-61-8, 51148-10-8, 51406-57-6, 55172-61-7, 74261-71-5, 943428-71-5, 1021487-49-9, 109702-19-4, 118480-78-7, 1192-70-7, 1199553-62-2, 1320-68-9, 1323439-04-8, 14376-32-0, 15686-64-3, 162400-43-3, 16782-00-6, 17652-47-0, 186322-74-7, 192458-89-2, 208398-70-3, 226883-65-4, 244778-79-8, 266692-38-0, 31089-48-2, 3138-01-0, 318995-78-7, 35430-20-7, 3865-77-8, 39412-61-8, 51148-10-8, 51406-57-6, 55172-61-7, 74261-71-5, 943428-71-5"
9004-70-0,"124362-83-0, 1339-76-0, 152264-12-5, 188626-79-1, 2001537-63-7, 2166122-28-5, 2245235-30-5, 2245235-31-6, 2414146-27-1, 246848-29-3, 2704570-50-1, 353274-56-3, 37228-31-2, 37317-48-9, 60649-57-2, 72026-64-3, 72026-68-7, 8050-69-9, 8050-70-2, 88386-25-8, 909342-54-7, 124362-83-0, 1339-76-0, 152264-12-5, 188626-79-1, 2001537-63-7, 246848-29-3, 353274-56-3, 37317-48-9, 60649-57-2, 72026-64-3, 72026-68-7, 8050-69-9, 8050-70-2, 88386-25-8, 909342-54-7"
127-17-3,1892-67-7
36735-22-5,
"117-39-5, 6151-25-3","73123-10-1, 74893-81-5"
N/A,
N/A,
"111974-69-7, 111974-72-2",
85441-61-8,
56-54-2,"11010-73-4, 1528764-92-2, 2393956-08-4, 500225-45-6, 845886-64-8, 882741-47-1, 883881-01-4, 898814-00-1, 910899-51-3, 11010-73-4, 1528764-92-2, 500225-45-6, 845886-64-8, 882741-47-1, 883881-01-4, 910899-51-3"
"130-95-0, 72402-53-0, 1407-83-6, 804-63-7","1071756-51-8, 12239-42-8, 1267651-57-9, 128544-03-6, 1628705-47-4, 21480-31-9, 2244812-93-7, 2244812-97-1, 2409557-51-1, 2566761-34-8, 55980-20-6, 6912-57-8, 72646-90-3, 767303-40-2, 840482-04-4, 857212-53-4, 864908-93-0, 875538-34-4, 888714-03-2, 890027-24-4, 894767-09-0, 898813-59-7, 898814-28-3, 899813-83-3, 900786-66-5, 900789-95-9, 906550-97-8, 909263-47-4, 909767-48-2, 909882-78-6, 910878-25-0, 910880-97-6, 911445-75-5, 918778-04-8, 95650-40-1, 1071756-51-8, 12239-42-8, 1267651-57-9, 128544-03-6, 1628705-47-4, 21480-31-9, 55980-20-6, 6912-57-8, 767303-40-2, 840482-04-4, 857212-53-4, 864908-93-0, 875538-34-4, 888714-03-2, 890027-24-4, 894767-09-0, 898813-59-7, 898814-28-3, 899813-83-3, 900786-66-5, 900789-95-9, 906550-97-8, 909263-47-4, 909767-48-2, 909882-78-6, 910878-25-0, 910880-97-6, 911445-75-5, 918778-04-8, 95650-40-1"
120138-50-3,"143564-20-9, 143840-51-1, 176708-57-9"
117976-89-3,909251-57-6
"90-82-4, 53214-57-6, 90-81-3, 299-42-3",
